가게,주소,카테고리,리본개수,레드리본 선정,서울 2025 선정,라벨
도꼭지,서울특별시 마포구 백범로10길 30 (신수동),일반한식,0,N,N,
커피그래,서울특별시 중구 동호로 204 (신당동) 청화빌딩,카페,0,N,N,
해룡마라룽샤,서울특별시 광진구 동일로18길 36 (자양동),"마라룽샤, 마라탕, 사천식중식",0,N,N,
MWM,서울특별시 중구 수표로 35-1 (저동2가) 4층,카페,0,N,N,
파르투내,서울특별시 중구 마른내로 154 (광희동1가),"러시아식, 우즈베키스탄식",0,N,N,
그라넘다이닝라운지,서울특별시 중구 장충단로 60 (장충동2가) 반얀트리클럽앤스파 서울 호텔동 1층,"캐주얼다이닝, 뷔페",0,N,N,
에머이(종로본점),서울특별시 종로구 종로12길 6-20 (관철동),베트남식,0,N,N,
사누끼,서울특별시 도봉구 노해로63다길 14 (창동),일식돈가스,0,N,N,
육전식당(신설동본점),서울특별시 동대문구 난계로30길 16 (신설동),"돼지고기구이, 삼겹살",0,N,N,
아데쏘이탈리안레스토랑,서울특별시 종로구 경희궁1길 5 (신문로2가),이탈리아식,0,N,N,
한양설농탕,서울특별시 마포구 도화길 20-4 (도화동),"설렁탕, 수육",0,N,N,
궁중족발,서울특별시 마포구 만리재로 19 (공덕동) 공덕시장,족발,0,N,N,
경일옥,서울특별시 용산구 이촌로54길 13 (이촌동) 지하 1층,부대찌개,0,N,N,
신승관,서울특별시 종로구 종로 19 (종로1가) 르메이에르종로타운1 217호,일반중식,0,N,N,
홍능갈비집,서울특별시 동대문구 제기로 85 (청량리동),"소갈비, 소고기구이",0,N,N,
막내회집,서울특별시 중구 남대문시장2가길 2 (남창동),생선회,0,N,N,
동성각,서울특별시 종로구 새문안로9길 29-2 (당주동) 당주빌딩 1층,일반중식,0,N,N,
카우,서울특별시 서대문구 이화여대길 88-21 (대현동) 17/30,떡볶이,0,N,N,
심퍼티쿠시(서울역점),서울특별시 중구 세종대로 14 (남대문로5가) 그랜드센트럴 1층 102호,캐주얼다이닝,0,N,N,
미테이블(성수점),서울특별시 성동구 왕십리로8길 5 (성수동1가) 대영빌딩 1층,파스타,0,N,N,
다다미(군자점),서울특별시 광진구 능동로36길 53 (능동),스시,0,N,N,
6번지버거,서울특별시 종로구 창경궁로16길 1 (인의동) 1층,햄버거,0,N,N,
카페돌담콩,서울특별시 중구 덕수궁길 9 (태평로2가) 현진빌딩 1층 102호 103호,크레프,0,N,N,
이퓨레,서울특별시 도봉구 도봉로169나길 40 (도봉동) 이퓨레,이탈리아식,0,N,N,
동부고려제과,서울특별시 중랑구 망우로 388 (망우동),베이커리,0,N,N,
다레젤라또,서울특별시 서대문구 가재울미래로 2 (남가좌동) DMC파크뷰자이 상가 205동 1층,젤라토,0,N,N,
고씨네고추장찌개,서울특별시 중구 수표로 26 (저동2가) 1층,"한식주점, 일반한식",0,N,N,
에도마에텐동하마다,서울특별시 마포구 홍익로 25 (서교동),텐동,0,N,N,
야키도리고우이태원본점,서울특별시 용산구 이태원로27가길 45 (이태원동),"이자카야, 야키토리",0,N,N,
우성식당,서울특별시 광진구 자양번영로 60-1 (자양동),"일반한식, 솥밥",0,N,N,
미식가주택,서울특별시 마포구 와우산로 15-5 (상수동),한식주점,0,N,N,
충정각,서울특별시 서대문구 충정로2길 8 (충정로3가),이탈리아식,0,N,N,
아날로그가든,서울특별시 마포구 동교로 145 (서교동),브런치카페,0,N,N,
스시준,서울특별시 서대문구 성산로 318 (연희동),스시,0,N,N,
홍원,서울특별시 마포구 백범로 23 (신수동) 터틀프라자 지하1층 E호,일반중식,0,N,N,
새봄떡국,서울특별시 중구 새문안로 24 (충정로1가),"떡국, 국수",0,N,N,
대중관,서울특별시 광진구 용마산로 115 (중곡동),일반중식,0,N,N,
쎄쎄,서울특별시 강북구 덕릉로 43 (수유동),일반중식,0,N,N,
다락투,서울특별시 마포구 와우산로21길 4-3 (서교동),"칼국수, 닭곰탕",0,N,N,
마포청학동부침개,서울특별시 마포구 만리재로 23 (공덕동) 공덕시장,전,0,N,N,
용산원조감자탕,서울특별시 용산구 청파로 393 (서계동),감자탕,0,N,N,
소문난집,서울특별시 마포구 만리재로 19 (공덕동) 공덕시장,족발,0,N,N,
라룬비올렛,서울특별시 마포구 월드컵북로4길 25 (동교동),프렌치비스트로,0,N,N,
이쯔모,서울특별시 용산구 독서당로 67 (한남동) 2층,이자카야,0,N,N,
만복림,서울특별시 중구 후암로 98 (남대문로5가) LG서울역빌딩,일반중식,0,N,N,
골목식당,서울특별시 용산구 한강대로62가길 8-6 (한강로1가),백반,0,N,N,
스시겐,서울특별시 마포구 양화로7길 6-12 (서교동) 삼이빌딩 지하1층,스시,0,N,N,
고에몬(홍대AK점),서울특별시 마포구 양화로 188 (동교동) AK&건물 5층,퓨전일식,0,N,N,
파이브가이즈 서울역,서울특별시 용산구 한강대로 405 (동자동) 커넥트플레이스 1층,햄버거,0,N,N,
오묘(서울역점),서울특별시 용산구 한강대로 373-2 (동자동),일식,0,N,N,
대장금(2호점),서울특별시 종로구 사직로8길 42 (내수동) 광화문시대 지하1층,"일반한식, 황태",0,N,N,
은평한마리닭,서울특별시 은평구 은평로 123 (응암동) 응암아네스트 1층,닭한마리,0,N,N,
고기하다(혜화점),서울특별시 종로구 대학로 133-5 (명륜4가),"삼겹살, 돼지고기구이",0,N,N,
대성성,서울특별시 종로구 율곡로10길 25-3 (권농동),베트남식,0,N,N,
한술식당 길음본점,서울특별시 성북구 삼양로 15-2 (길음동),덮밥,0,N,N,
앳모스피어,서울특별시 성동구 아차산로17길 11 (성수동2가) 1층,브런치카페,0,N,N,
강릉장칼국수&보쌈,서울특별시 중구 수표로6길 39 (충무로3가) 1층,"보쌈, 칼국수",0,N,N,
백송(신당본점),서울특별시 중구 다산로33다길 45 (신당동),소고기구이,0,N,N,
단상,서울특별시 종로구 북촌로2길 11 (재동),일반한식,0,N,N,
금옥당,서울특별시 서대문구 연희로11라길 2 (연희동),양갱,0,N,N,
뉴욕아파트먼트오리지날그릴,서울특별시 마포구 월드컵로3길 14 (합정동) 마포 한강 2차 푸르지오 217호,"햄버거, 미국식, 바비큐",0,N,N,
녹기전에,서울특별시 마포구 백범로 127-24 (염리동),아이스크림,0,N,N,
종로스테이크,서울특별시 종로구 돈화문로11나길 27-1 (익선동),스테이크,0,N,N,
감나무집기사식당,서울특별시 마포구 연남로 25 (연남동),"백반, 돼지불고기",0,N,N,
복만루,서울특별시 광진구 아차산로 352 (자양동) 이화빌라 1층,일반중식,0,N,N,
만리장성,서울특별시 서대문구 통일로 392 (홍제동),일반중식,0,N,N,
마장동한우촌,서울특별시 성동구 마장로35길 68 (마장동) 마축일축산물시장,소고기구이,0,N,N,
고향,서울특별시 서대문구 연세로5가길 18 (창천동) 1층,"삼겹살, 돼지고기구이",0,N,N,
망원동즉석우동,서울특별시 마포구 동교로 83 (망원동),우동,0,N,N,
향미명동점,서울특별시 중구 남대문로 52-5 (명동2가),"우육면, 대만식중식",0,N,N,
란주라미엔,서울특별시 중구 소공로 64 (충무로1가) 동남빌딩 1층,중국식국수,0,N,N,
아그라,서울특별시 용산구 이태원로 153 (이태원동) 덕흥빌딩 지하1층,인도식,0,N,N,
송스키친,서울특별시 종로구 세검정로6길 16 (신영동),퓨전,0,N,N,
깡장집,서울특별시 종로구 삼봉로 82 (청진동),"청국장, 쌈밥",0,N,N,
코코이찌방야(종로타워점),서울특별시 종로구 종로 51 (종로2가) 지하 2층,일식카레,0,N,N,
코코이찌방야(을지로시그니쳐타워점),서울특별시 중구 청계천로 100 (수표동) 지하 1층,일식카레,0,N,N,
코코이찌방야(합정역메세나폴리스점),서울특별시 마포구 양화로 45 (서교동) 메세나폴리스 2층,일식카레,0,N,N,
코코이찌방야(상암MBC점),서울특별시 마포구 성암로 267 (상암동) MBC 지하 1층,,0,N,N,
코코이찌방야(건대스타시티점),서울특별시 광진구 아차산로 272 (자양동) 스타시티몰 지하 1층,,0,N,N,
플랜튜드(용산점),서울특별시 용산구 한강대로23길 55 (한강로3가) 테이스트파크 7층,비건,0,N,N,
중화백반,서울특별시 마포구 월드컵북로44길 72 (상암동) 1층 101호,일반중식,0,N,N,
샌드카베,서울특별시 성동구 서울숲4길 22-18 (성수동1가),"카페, 튀르키예식",0,N,N,
보난자커피(군자점),서울특별시 광진구 능동로 239-1 (군자동) B동 1층,커피전문점,0,N,N,
성수일구,서울특별시 성동구 성덕정17길 3-1 (성수동2가),"이자카야, 일식",0,N,N,
시홍쓰,서울특별시 광진구 능동로17길 5 (화양동) 1층,일반중식,0,N,N,
릴리우드,서울특별시 마포구 서강로11길 18 (창전동),디저트전문점,0,N,N,
랍스터바,서울특별시 용산구 한강대로23길 55 (한강로3가) 용산 아이파크몰 4층,바닷가재,0,N,N,
솔트24,서울특별시 종로구 율곡로3길 75 (소격동) 1층,"페이스트리, 크루아상, 베이커리",0,N,N,
더파이홀,서울특별시 서대문구 연세로5나길 20 (창천동) 1층,"파이, 케이크, 디저트전문점",0,N,N,
충무로구룡포,서울특별시 중구 충무로2길 35 (충무로4가),"한식주점, 전, 육회",0,N,N,
우마담,서울특별시 마포구 독막로3길 30 (서교동) 에이치포빌딩 2층,한우오마카세,0,N,N,
황인상브레드(공덕점),서울특별시 마포구 백범로 199 (신공덕동) 메트로디오빌빌딩 104호,"식빵, 베이커리",0,N,N,
진미기사식당,서울특별시 동대문구 장한로 64 (장안동),"백반, 돼지불고기, 생선구이",0,N,N,
바스크,서울특별시 성북구 삼양로9길 10-2 (길음동),"구움과자, 커피전문점",0,N,N,
최다이닝,서울특별시 마포구 성암로13길 7 (상암동) 2층,"파스타, 이탈리아식",0,N,N,
소라분식,서울특별시 노원구 화랑로51길 81 (공릉동),분식,0,N,N,
향림,서울특별시 노원구 한글비석로 127 (하계동) 마린스포츠센터 2층,일반중식,0,N,N,
을지로전주옥,서울특별시 중구 을지로 101 (을지로2가),"일반한식, 소갈비찜",0,N,N,
소문난멸치국수,서울특별시 노원구 동일로173가길 81 (공릉동) 연송빌딩,국수,0,N,N,
중화요리산동,서울특별시 종로구 새문안로 83 (신문로1가),일반중식,0,N,N,
신성,서울특별시 종로구 무교로 42 (서린동),"해물탕, 생선회, 일식",0,N,N,
진고개(동대문점),서울특별시 종로구 종로 301-1 (창신동),"일반한식, 소불고기, 게장",0,N,N,
가미우동,서울특별시 마포구 홍익로2길 23 (서교동),일식우동,0,N,N,
커피방앗간,서울특별시 종로구 북촌로5가길 8-11 (화동),커피전문점,0,N,N,
미진,서울특별시 종로구 종로 19 (종로1가) 르메이에르종로타운1,메밀국수,0,N,N,
라브리,서울특별시 종로구 종로 1 (종로1가) 교보생명빌딩 2층,프랑스식,0,N,N,
다리원,서울특별시 은평구 증산서길 135 (증산동),일반중식,0,N,N,
쇼미더크랩(용산점),서울특별시 용산구 한강대로62길 55 (한강로1가) 평복빌딩,크랩,0,N,N,
하우마라탕(을지로점),서울특별시 중구 퇴계로27길 42 (충무로3가),"마라탕, 마라샹궈",0,N,N,
육미안(혜화점),서울특별시 종로구 창경궁로 246-4 (명륜2가),소갈비,0,N,N,
앤티도트,서울특별시 마포구 대흥로 80-15 (대흥동) 2층,칵테일바,0,N,N,
스시모리지,서울특별시 마포구 광성로6길 54 (신수동),스시,0,N,N,
스트렝스커피(혜화점),서울특별시 종로구 대학로 52 (연건동) 한청빌딩 1층,"쿠키, 카페",0,N,N,
임금돼지(태릉),서울특별시 중랑구 동일로 932 (묵동) 묵동자이아파트 상가 103호,"삼겹살, 돼지고기구이",0,N,N,
트라고,서울특별시 마포구 백범로 152 (공덕동) 공덕파크자이 102동 18호,"피자, 파스타, 와인바",0,N,N,
주식,서울특별시 용산구 한강대로52길 17-3 (한강로2가) 무경빌딩,한식주점,0,N,N,
쌤쌤쌤,서울특별시 용산구 한강대로50길 25 (한강로2가),이탈리아식,0,N,N,
독도16도,서울특별시 종로구 필운대로5가길 2 (누하동),한식주점,0,N,N,
냐항인안국,서울특별시 종로구 윤보선길 34-1 (안국동),"다이닝펍, 베트남식",0,N,N,
부대닭,서울특별시 중랑구 봉화산로 94 (중화동) 오선빌딩,"순댓국, 부대찌개, 닭백숙",0,N,N,
루뽀,서울특별시 종로구 새문안로5길 31 (도렴동) 센터포인트광화문 2층,"이탈리아식, 와인바",0,N,N,
이박사의신동막걸리,서울특별시 마포구 토정로 263 (용강동),"한식주점, 막걸리전문점",0,N,N,
을지식당,서울특별시 중구 충무로 47 (을지로3가) 3~4층,프렌치비스트로,0,N,N,
잇텐고,서울특별시 마포구 포은로 11 (합정동),라멘,0,N,N,
차이치,서울특별시 종로구 자하문로7길 9 (체부동),"중국만두, 일반중식",0,N,N,
라무진,서울특별시 마포구 월드컵북로 77 (성산동),일식징기스칸,0,N,N,
개화기요정,서울특별시 마포구 독막로7길 22 (서교동),이자카야,0,N,N,
민정식당,서울특별시 광진구 아차산로42길 41-4 (자양동),"설렁탕, 만둣국",0,N,N,
달인보쌈집,서울특별시 노원구 동일로 1598 (상계동) 부흥빌딩,보쌈,0,N,N,
아르모니움,서울특별시 용산구 대사관로 33 (한남동),이탈리아식,0,N,N,
복성각(서울역점),서울특별시 중구 통일로 10 (남대문로5가) 연세대학교 세브란스빌딩 지하 1층,일반중식,0,N,N,
롯데나루,서울특별시 마포구 마포대로 109 (공덕동) 롯데시티호텔 마포 2층,뷔페,0,N,N,
루싱,서울특별시 중구 한강대로 416 (남대문로5가) 서울스퀘어 지하1층,"퓨전중식, 일반중식",0,N,N,
김진환제과점,서울특별시 마포구 와우산로32길 41 (동교동),베이커리,0,N,N,
두림,서울특별시 종로구 종로7길 29-17 (청진동),두부,0,N,N,
가무,서울특별시 중구 명동4길 16 (명동2가),카페,0,N,N,
문타로,서울특별시 용산구 이태원로 230-1 (한남동),"이자카야, 야키토리",0,N,N,
매일스시횟집,서울특별시 마포구 숭문길 34 (염리동),생선회,0,N,N,
청일집,서울특별시 은평구 통일로 850 (불광동) 연서시장 A동 1층 24호,"일반한식, 빈대떡, 족발",0,N,N,
로마네꽁띠,서울특별시 종로구 북촌로1길 30-20 (안국동),와인바,0,N,N,
남매집,서울특별시 중구 남대문로1길 41 (북창동),"돼지고기구이, 곰장어",0,N,N,
이복희해장(종로직영점),서울특별시 종로구 삼일대로 385 (관철동),"선지해장국, 수육",0,N,N,
신라제면(안국점),서울특별시 종로구 계동길 19-6 (재동),칼국수,0,N,N,
쿄코코(대학로점),서울특별시 종로구 대학로11길 38-23 (명륜4가),일식덮밥,0,N,N,
잭잭,서울특별시 용산구 회나무로6길 21 (이태원동) 1층,"미국식, 햄버거",0,N,N,
류강현커피집,서울특별시 종로구 동호로38길 18 (종로5가),커피전문점,0,N,N,
참치왕양승호,서울특별시 중랑구 망우로 316 (상봉동) 이지팰리스 110.111호,참치,0,N,N,
크로네,서울특별시 동대문구 경희대로 17 (회기동),베이커리,0,N,N,
스시우미(용산),서울특별시 용산구 한강대로 69 (한강로2가) 용산푸르지오써밋 지하 1층,스시,0,N,N,
세상끝의라멘,서울특별시 마포구 양화로7길 6-5 (서교동) 와와빌딩,"소바, 라멘",0,N,N,
매운향솥,서울특별시 광진구 동일로18길 61 (자양동),"마라샹궈, 마라탕, 사천식중식",0,N,N,
작은수산시장,서울특별시 용산구 한강대로62가길 14 (용산동3가),"회덮밥, 알탕, 생선매운탕",0,N,N,
빌라드라비노,서울특별시 용산구 이태원로16길 15 (이태원동),"파스타, 이탈리아식",0,N,N,
아오이토리,서울특별시 마포구 와우산로29길 8 (서교동),"일본디저트, 베이커리",0,N,N,
피터팬1978,서울특별시 서대문구 증가로 10 (연희동),베이커리,0,N,N,
진미각,서울특별시 중랑구 겸재로 225 (면목동),"중국만두, 일반중식",0,N,N,
마농트로포,서울특별시 종로구 사직로9가길 10 (필운동),디저트전문점,0,N,N,
나누미떡볶이,서울특별시 종로구 성균관로 9-1 (명륜2가),떡볶이,0,N,N,
몽카페그레고리,서울특별시 마포구 양화로6길 84 (합정동),디저트전문점,0,N,N,
아뜰리에마미,서울특별시 성북구 보문로34나길 4 (동선동3가),디저트전문점,0,N,N,
동우설렁탕,서울특별시 성북구 개운사길 45 (안암동5가),설렁탕,0,N,N,
효동각,서울특별시 서대문구 연대동문길 24 (대신동),일반중식,0,N,N,
섭지코지,서울특별시 성북구 성북로 118-5 (성북동),"제주음식, 생선회",0,N,N,
가미분식,서울특별시 서대문구 이화여대8길 2 (대현동) 무궁화상가아파트 1층,"일반한식, 분식",0,N,N,
핫쵸(성수점),서울특별시 성동구 왕십리로5길 9-20 (성수동1가) 1층,오코노미야키,0,N,N,
중화요리연(용리단길점),서울특별시 용산구 한강대로54길 25 (한강로1가) 신승빌딩 2층,일반중식,0,N,N,
중화요리연(홍제역점),서울특별시 서대문구 세무서8길 30 (홍제동) 홍제역해링턴플레이스 2층,일반중식,0,N,N,
도래집,서울특별시 동대문구 경희대로1가길 3 (회기동),소곱창,0,N,N,
정성,서울특별시 마포구 방울내로 73 (망원동) 휴가빌딩 1층,일식돈가스,0,N,N,
다올숯불구이(명동점),"서울특별시 중구 명동8길 8-11 (명동2가) 1, 2층","돼지갈비, 소갈비",0,N,N,
링링,서울특별시 도봉구 도봉로112길 27 (창동),일반중식,0,N,N,
희희,서울특별시 종로구 대학로 42-7 (효제동) 플러스빌딩 1층,소바,0,N,N,
스시도쿠왕십리본점,서울특별시 성동구 왕십리광장로 6 (행당동),스시,0,N,N,
스시누하,서울특별시 종로구 필운대로 35-1 (누하동),스시,0,N,N,
정돈,서울특별시 종로구 대학로9길 12 (명륜4가),일식돈가스,0,N,N,
대림창고,서울특별시 성동구 성수이로 78 (성수동2가),카페,0,N,N,
홍릉각,서울특별시 동대문구 약령시로 90 (제기동),일반중식,0,N,N,
스시아메,서울특별시 용산구 한남대로 60 (한남동) 금호리첸시아 110호,스시,0,N,N,
허파집냉면,서울특별시 노원구 덕릉로 699 (중계동) 우암에이스타워 1층 110호,"비빔냉면, 물냉면, 수구레전골",0,N,N,
패스트리부띠끄,서울특별시 중구 동호로 249 (장충동2가) 서울신라호텔1층,"케이크, 베이커리",0,N,N,
앤트러사이트,서울특별시 마포구 토정로5길 10 (합정동),커피전문점,0,N,N,
감촌,서울특별시 종로구 종로 19 (종로1가) 르메이에르종로타운1 2층,두부,0,N,N,
타니넥스트도어,서울특별시 중구 남대문로 73 (남대문로2가) 롯데백화점 애비뉴엘 9층,퓨전일식,0,N,N,
비양도,서울특별시 성북구 성북로 158 (성북동),"제주음식, 생선회",0,N,N,
딘타이펑(명동점),서울특별시 중구 명동7길 13 (명동1가) 명동증권빌딩 2층,"샤오룽바오, 대만식중식",0,N,N,
된장예술과술,서울특별시 종로구 삼일대로15길 20 (관철동),"일반한식, 게장",0,N,N,
생어거스틴(합정점),서울특별시 마포구 양화로 45 (서교동) 메세나폴리스 B1 118호,태국식,0,N,N,
금금(성수점),서울특별시 성동구 성수이로12길 11 (성수동2가) 1층,일반한식,0,N,N,
아워킬리바(덕수궁점),서울특별시 중구 서소문로9길 28 (순화동) 102동 L120호,파스타,0,N,N,
북촌손만두(홍대로데오점),서울특별시 마포구 어울마당로 57 (서교동) 1층,만두,0,N,N,
리오네커피,서울특별시 중구 을지로 157 (산림동) 대림상가 가열 373호,에스프레소바,0,N,N,
솔직한우(옥수점),서울특별시 성동구 매봉길 48 (옥수동) 1층 101호,소고기구이,0,N,N,
라멘짱(용산아이파크몰점),서울특별시 용산구 한강대로23길 55 (한강로3가) 용산아이파크몰 7층,라멘,0,N,N,
다원식당,서울특별시 광진구 아차산로31길 28 (화양동) 4층,이탈리아식,0,N,N,
장만옥,서울특별시 중구 을지로12길 12 (을지로3가),"홍콩식주점, 일반중식",0,N,N,
몰라,서울특별시 마포구 망원로 53 (망원동) 1층,"피자, 파스타, 이탈리아식",0,N,N,
스시쇼부,서울특별시 은평구 은평로13길 11-9 (응암동) 2충,스시,0,N,N,
소나무,서울특별시 성동구 행당로17길 20 (행당동),소고기구이,0,N,N,
동원집,서울특별시 중구 퇴계로27길 48 (초동),"순댓국, 감자탕, 순대",0,N,N,
더담,서울특별시 마포구 와우산로29길 44 (서교동) 2층,"한정식, 한식주점, 퓨전한식",0,N,N,
스즈란테이,서울특별시 용산구 이촌로 245 (이촌동) 로얄상가C동 지하 1층,일본가정식,0,N,N,
사발,서울특별시 종로구 사직로8길 34 (내수동) 경희궁의아침3단지 1층 142호,국수,0,N,N,
백세식당,서울특별시 마포구 성지3길 67 (합정동),"곰탕, 비빔밥",0,N,N,
라스텔라,서울특별시 마포구 마포대로 58 (도화동) 베스트웨스턴프리미어서울가든호텔 1층,뷔페,0,N,N,
미미면가(명동점),서울특별시 중구 명동8가길 50 (충무로2가),소바,0,N,N,
흥부골숯불돼지왕갈비(장안2호점),서울특별시 동대문구 장한로 149 (장안동) 윤성빌딩 1층,돼지갈비,0,N,N,
경성치킨(마포가든점),"서울특별시 마포구 도화길 22-7 (도화동) 1층, 2층",프라이드치킨,0,N,N,
경성치킨(광화문스퀘어점),서울특별시 종로구 새문안로 96 (신문로1가),프라이드치킨,0,N,N,
도우클럽(연희본점),서울특별시 서대문구 연희맛로 5 (연희동),피자,0,N,N,
크리크,서울특별시 마포구 백범로10길 25 (신수동),베이커리,0,N,N,
블루보틀(성수점),서울특별시 성동구 아차산로 7 (성수동1가),커피전문점,0,N,N,
밀본,서울특별시 성동구 아차산로 67-16 (성수동2가) KIMG빌딩 1층,"칼국수, 만두",0,N,N,
북해도,서울특별시 광진구 동일로60길 54 (군자동),일식,0,N,N,
목포세발낙지,서울특별시 서대문구 통일로 451-39 (홍제동),낙지,0,N,N,
더라이브러리,서울특별시 중구 동호로 249 (장충동2가) 서울신라호텔 1층,카페,0,N,N,
양화정,서울특별시 마포구 월드컵로1길 17 (합정동),"소갈비, 돼지갈비",0,N,N,
수빈,서울특별시 서대문구 연희로25길 31-3 (연희동),"한정식, 게장",0,N,N,
촛불1978,서울특별시 중구 소파로 95 (예장동),"스테이크, 양식",0,N,N,
참누렁소가든,서울특별시 노원구 공릉로63길 13 (하계동) 유토피아빌딩,소고기구이,0,N,N,
복성각,서울특별시 마포구 마포대로 63-8 (도화동),일반중식,0,N,N,
삼호복집,서울특별시 서대문구 연세로5다길 10 (창천동),복,0,N,N,
모수서울,서울특별시 용산구 회나무로41길 4 (이태원동),컨템포러리,0,N,N,
뮤땅,서울특별시 용산구 대사관로12길 4-2 (한남동) 2층,"프렌치비스트로, 와인바",0,N,N,
디핀옥수,서울특별시 성동구 독서당로 194 (옥수동) 지하1층,"파스타, 와인바, 브런치카페",0,Y,N,레드리본 선정
피제리아호키포키(광화문점),서울특별시 종로구 새문안로 87 (신문로1가),미국식피자,0,Y,N,레드리본 선정
보르고한남,서울특별시 용산구 이태원로54길 31 (한남동) 3층,이탈리아식,0,N,N,
용금옥,서울특별시 중구 다동길 24-2 (다동),추어탕,0,N,N,
셰프정현,서울특별시 용산구 한강대로40길 14 (한강로2가) 103호건물 2층,양고기,0,N,N,
덕수궁리에제와플,서울특별시 중구 덕수궁길 5 (태평로2가),와플,0,N,N,
데칼코마니,서울특별시 용산구 신흥로 97-4 (용산동2가) 1층 데칼코마니,스페인식,0,Y,N,레드리본 선정
펠른,서울특별시 마포구 성미산로22길 18 (연남동) 프로젝트 에이 1층,"커피전문점, 라이브디저트",0,N,N,
서양면옥,서울특별시 마포구 연희로1길 43 (연남동) 1층 101호,파스타,0,N,N,
장지녕간장게장(한남동본점),서울특별시 용산구 독서당로 46 (한남동) 한남아이파크 지하1층,게장,0,N,N,
유알티,서울특별시 마포구 월드컵북로7길 34 (서교동),"비건, 베이커리",0,N,N,
코코이찌방야(용산아모레퍼시픽점),서울특별시 용산구 한강대로 100 (한강로2가) 아모레퍼시픽 본사 지하1층,일식카레,0,N,N,
진더미엔,서울특별시 중구 퇴계로36길 9 (필동2가) 2층,대만식중식,0,N,N,
보들이족발,서울특별시 은평구 연서로 230-10 (대조동),"족발, 보쌈",0,N,N,
갤러리소연카페,서울특별시 종로구 서순라길 149 (권농동),카페,0,N,N,
롸카두들내쉬빌핫치킨,서울특별시 용산구 녹사평대로40나길 9 (이태원동),햄버거,0,N,N,
카쿠시타,서울특별시 마포구 동교로38길 33-15 (연남동),"이자카야, 일식돈가스, 모츠나베",0,N,N,
티하우스나니,서울특별시 중랑구 용마산로117길 26 (신내동) 로뎀하이빌 102호,티카페,0,N,N,
예소랑,서울특별시 중랑구 신내로1길 20 (신내동) 신천빌리지아파트 상가,"생선조림, 코다리, 감자옹심이",0,N,N,
카페멘디,서울특별시 강북구 4.19로8길 7-2 (수유동),"브런치카페, 카페",0,N,N,
네이키드커피,서울특별시 성동구 뚝섬로3길 13 (성수동1가),카페,0,N,N,
킷사앤사보,서울특별시 성동구 연무장15길 11 (성수동2가),카페,0,N,N,
구테로이테(성수센트럴키친),서울특별시 성동구 연무장13길 9 (성수동2가) 아이템플,"커피전문점, 에스프레소바",0,N,N,
카린지린가네스낵바,서울특별시 성동구 왕십리로4길 10-3 (성수동1가) 1층,"일식, 이자카야",0,N,N,
어니언성수,서울특별시 성동구 아차산로9길 8 (성수동2가),"카페, 베이커리",0,N,N,
엄나무집,서울특별시 동대문구 답십리로45길 4 (답십리동),오리백숙,0,N,N,
회기왕족발보쌈,서울특별시 동대문구 회기로 158 (회기동),"족발, 보쌈",0,N,N,
이향,서울특별시 성북구 성북로26길 13 (성북동),산채정식,0,N,N,
개뿔,"서울특별시 종로구 낙산성곽서1길 26 (이화동) 까페 개뿔 1,2층",카페,0,N,N,
마구로참치1980,서울특별시 용산구 한강대로 259 (갈월동) 고려에이트리움 1층,참치,0,N,N,
스너그(용산점),서울특별시 용산구 새창로 92 (용문동) 청원빌딩,커피전문점,0,N,N,
노노샵,서울특별시 용산구 보광로 90 (이태원동) 202호,카페,0,N,N,
블루보틀(명동점),서울특별시 중구 명동길 14 (명동2가) Noon Square 1층,카페,0,N,N,
미크플로(광장시장점),서울특별시 종로구 동호로 395 (종로5가),"카이막, 카페",0,N,N,
리사르커피(종로점),서울특별시 종로구 종로5길 7 (청진동),에스프레소바,0,N,N,
포비광화문,서울특별시 종로구 종로3길 17 (청진동) D타워 1층 21호,"베이글, 커피전문점",0,N,N,
창의문뜰,서울특별시 종로구 백석동길 6-5 (부암동),카페,0,N,N,
카페폭포,서울특별시 서대문구 연희로 262-24 (홍은동),카페,0,N,N,
김제안창살소차돌,서울특별시 은평구 응암로11길 3 (응암동),소고기구이,0,N,N,
산중다원,서울특별시 은평구 의상봉길 31 (진관동),"연잎밥, 전통차전문점",0,N,N,
산들애건강밥상,서울특별시 은평구 대서문길 43-16 (진관동),일반한식,0,N,N,
가타쯔무리,서울특별시 서대문구 명지대길 72 (남가좌동),일식우동,0,N,N,
어부의딸쭈꾸미숯불구이,서울특별시 마포구 도화길 50 (도화동),"곰장어, 주꾸미",0,N,N,
녹원쌈밥 연희점,서울특별시 서대문구 연희로25길 22 (연희동),쌈밥,0,N,N,
카페코지(이화여대본점),서울특별시 서대문구 이화여대길 88-19 (대현동),카페,0,N,N,
써밋컬쳐,서울특별시 마포구 신촌로14안길 11 (노고산동) 엘루체 102호,커피전문점,0,N,N,
정광수의돈까스가게,서울특별시 마포구 포은로 128 (망원동),돈가스,0,N,N,
포트레이트커피바,서울특별시 마포구 포은로8길 32 (망원동) 국일빌딩 1층,커피전문점,0,N,N,
로익스커피,서울특별시 마포구 월드컵로29길 37-15 (망원동),커피전문점,0,N,N,
커퍼시티,서울특별시 마포구 동교로 48 (합정동),커피전문점,0,N,N,
리틀빅토리,서울특별시 마포구 연희로1길 41 (연남동) 예일빌라 102호,"구움과자, 베이커리",0,N,N,
