가게,주소,카테고리,리본개수,레드리본 선정,서울 2025 선정,라벨
도멘청담,서울특별시 강남구 도산대로57길 8 (청담동),"다이닝바, 와인바",0,N,N,
리버벨,서울특별시 강남구 삼성로107길 11-15 (삼성동) 1층,커피전문점,0,N,N,
봉골레숲,서울특별시 강남구 학동로6길 43 (논현동),"샤브샤브, 조개탕",0,N,N,
엘이베리코,서울특별시 강남구 압구정로28길 22-7 (신사동),스페인식,0,N,N,
스시에비스,서울특별시 강남구 압구정로28길 22 (신사동),스시,0,N,N,
룽청,서울특별시 강남구 논현로152길 23 (신사동) 알파빌딩,일반중식,0,N,N,
하레이자카야,서울특별시 강남구 영동대로85길 38 (대치동) 진성빌딩 지하1층,이자카야,0,N,N,
한성삼계탕,서울특별시 영등포구 국회대로36길 14 (당산동3가),삼계탕,0,N,N,
행복빵집,서울특별시 서초구 방배로 248 (방배동) 서래빌딩 1층,베이커리,0,N,N,
몽리비스트로,서울특별시 강남구 가로수길 14-3 (신사동),"다이닝바, 와인바",0,N,N,
노아베이커리(압구정점),서울특별시 강남구 압구정로30길 9 (신사동),베이커리,0,N,N,
동방미인,서울특별시 강남구 봉은사로18길 31 (역삼동),"전통차전문점, 떡카페",0,N,N,
무돌,서울특별시 강남구 선릉로 748 (청담동) 현대아파트 상가,"남도음식, 홍어",0,N,N,
영변,서울특별시 서초구 반포대로23길 22 (서초동) 영변빌딩,"세꼬시, 생선회",0,N,N,
주나수산,서울특별시 서초구 서초대로77길 45 (서초동),생선회,0,N,N,
켄타로,서울특별시 금천구 시흥대로56길 9 (시흥동) 1층,"이자카야, 일식돈가스",0,N,N,
온심옥(역삼본점),서울특별시 강남구 테헤란로25길 31 (역삼동) 동림빌딩,"소갈비찜, 갈비탕",0,N,N,
신홍러우(여의도점),서울특별시 영등포구 국제금융로 39 (여의도동) 브라이튼 여의도,일반중식,0,N,N,
362키친,서울특별시 강서구 양천로 362 (등촌동) 도우빌딩,일식덮밥,0,N,N,
어울림정육식당,서울특별시 서초구 방배천로2길 25 (방배동),"소고기구이, 돼지고기구이",0,N,N,
온정손만두(목동점),서울특별시 양천구 신목로7길 9 (신정동),만두,0,N,N,
핫코베이커리,서울특별시 강남구 봉은사로44길 25 (역삼동) 샤토로레인,베이커리,0,N,N,
도산정육블랙,서울특별시 강남구 선릉로155길 12 (신사동) 3층,"소고기구이, 돼지고기구이",0,N,N,
해피해피케이크(신세계백화점강남점),서울특별시 서초구 신반포로 176 (반포동) 신세계백화점강남점 지하1층 스위트파크 내,디저트전문점,0,N,N,
쏭타이치앙마이(마곡직영점),서울특별시 강서구 마곡동로 62 (마곡동) 마곡사이언스타워 1층 117호,태국식,0,N,N,
MUU한우다이닝(청담점),서울특별시 강남구 선릉로152길 7 (청담동),한우오마카세,0,N,N,
카츠쇼쿠도우(영등포구청점),서울특별시 영등포구 당산로 83 (당산동2가) 한화포레나당산,일식돈가스,0,N,N,
수아당(갤러리아백화점명품관WEST점),서울특별시 강남구 압구정로 343 (압구정동),김밥,0,N,N,
커피진심베이커리,서울특별시 강남구 테헤란로114길 20 (대치동) 지하1층 B102호,"베이커리, 카페",0,N,N,
국고집,서울특별시 강남구 남부순환로355길 14 (도곡동) 1층,"소고기구이, 돼지고기구이",0,N,N,
브릭샌드(강남역점),서울특별시 강남구 강남대로 지하396 (역삼동) 신분당선 지하1층,구움과자,0,N,N,
신사만장어,서울특별시 강남구 도산대로1길 10 (신사동),장어,0,N,N,
교대평상집,서울특별시 서초구 서초대로50길 24 (서초동) 청화빌딩,족발,0,N,N,
윰,서울특별시 양천구 목동중앙북로 83-1 (목동),이탈리아식,0,N,N,
클래시빈,서울특별시 양천구 목동서로 155 (목동) 목동파라곤상가 1층 111호,"구움과자, 카페",0,N,N,
하스초콜릿아뜰리에,서울특별시 강남구 선릉로120길 14 (삼성동),초콜릿,0,N,N,
오성식당,서울특별시 강남구 삼성로84길 6 (대치동),돼지등갈비,0,N,N,
브라이언스커피,서울특별시 강남구 논현로26길 46 (도곡동),"스콘, 커피전문점, 베이커리",0,N,N,
시고로,서울특별시 강남구 선릉로146길 27-3 (청담동) 2층,캐주얼다이닝,0,N,N,
성천막국수(논현점),서울특별시 서초구 강남대로 545-12 (반포동) 진령빌딩,막국수,0,N,N,
황재벌,서울특별시 서초구 남부순환로347길 42-4 (서초동) 신화빌딩,곰장어,0,N,N,
홍천한우,서울특별시 서초구 효령로55길 47 (서초동),소고기구이,0,N,N,
삼호복집,서울특별시 강남구 언주로93길 22 (역삼동),"아귀, 복",0,N,N,
묵전,서울특별시 강남구 언주로168길 22 (신사동),"전, 일반한식",0,N,N,
한방정통삼계탕,서울특별시 강남구 테헤란로81길 35 (삼성동),삼계탕,0,N,N,
신천할매떡볶이,서울특별시 강남구 논현로114길 10 (논현동),떡볶이,0,N,N,
오엔,서울특별시 강남구 압구정로11길 37-30 (압구정동) 한강공원 잠원지구,"바, 양식",0,N,N,
한우만,서울특별시 서초구 효령로 216 (서초동),소고기구이,0,N,N,
압구정서서갈비,서울특별시 강남구 압구정로50길 22 (신사동),"소고기구이, 소갈비, 돼지갈비",0,N,N,
고품집(신도림본점),서울특별시 구로구 경인로63길 11 (신도림동) 신도림 크라운빌2 오피스텔 B동 101호,돼지고기구이,0,N,N,
뼈다구집정해장(역삼직영점),서울특별시 강남구 언주로85길 13 (역삼동) 경남아파트 상가 107호,"뼈구이, 감자탕",0,N,N,
푸름상회,서울특별시 금천구 시흥대로52길 18 (시흥동) 청화빌딩,돼지고기구이,0,N,N,
벨아미,서울특별시 동작구 동작대로1길 15 (사당동) 지하 1층,"이탈리아식, 파스타",0,N,N,
남도애찬,서울특별시 강남구 역삼로3길 8 (역삼동) 1층,"소고기구이, 장어",0,N,N,
더스노우(대치본점),서울특별시 강남구 선릉로76길 4 (대치동) 코람벤처타운 1층,"빙수, 디저트전문점",0,N,N,
서울정양평해장,서울특별시 서초구 방배천로 16 (방배동),"선지해장국, 곰탕",0,N,N,
곱분이곱창(송파중앙점),서울특별시 송파구 가락로 94 (석촌동),돼지곱창,0,N,N,
브라운핸즈(도곡점),서울특별시 강남구 논현로26길 48 (도곡동),카페,0,N,N,
천년식향,서울특별시 서초구 효령로 316-1 (서초동) 3층,비건,0,N,N,
르뺑아쎄르,서울특별시 서초구 서래로 17 (반포동) 럭스빌딩,베이커리,0,N,N,
명월당,서울특별시 강남구 압구정로 455 (청담동) 6층,"이탈리아식, 와인바",0,N,N,
브레드덕,서울특별시 동작구 상도로30길 39 (상도동),베이커리,0,N,N,
메이드,서울특별시 강남구 논현로175길 39 (신사동),"뉴아메리칸, 미국식",0,N,N,
비플레이트바이브라운브레드,서울특별시 강남구 논현로24길 41 (도곡동),베이커리,0,N,N,
북촌김밥,서울특별시 강남구 압구정로29길 67 (압구정동),김밥,0,N,N,
중화각,서울특별시 관악구 낙성대로15길 66 (봉천동) 인헌아파트 상가 1층,일반중식,0,N,N,
호무랑,서울특별시 강남구 도산대로 442 (청담동) 피엔폴루스 1층,일식,0,N,N,
뒤푸리,서울특별시 영등포구 은행로 29 (여의도동) 정우빌딩,대구탕,0,N,N,
소들녘,서울특별시 서초구 효령로 232 (서초동),"소고기구이, 소갈비",0,N,N,
카페마당,서울특별시 강남구 도산대로45길 7 (신사동) 에르메스도산파크 지하 1층,"캐주얼다이닝, 카페",0,N,N,
전주청국장집,서울특별시 서초구 나루터로 70 (잠원동) 영서빌딩,"청국장, 일반한식, 게장",0,N,N,
나이스샤워,서울특별시 강남구 압구정로10길 30-3 (신사동),"일식, 텐동",0,N,N,
가포(대치본점),서울특별시 강남구 선릉로68길 18 (대치동),,0,N,N,
까치산냉면&김치찌개(본점),서울특별시 강서구 강서로15길 40 (화곡동) 감성하이츠,"물냉면, 김치찌개",0,N,N,
오스틴타코(낙성대본점),서울특별시 관악구 봉천로 566-1 (봉천동) 동아오피스텔 1층,멕시코식,0,N,N,
하우마라탕,서울특별시 강남구 강남대로94길 23 (역삼동) 2층,마라탕,0,N,N,
딤딤덕,서울특별시 강남구 테헤란로7길 22 (역삼동) 한국과학기술회관 지하 1층 104호,"북경식중식, 북경오리",0,N,N,
런던베이글뮤지엄(도산점),서울특별시 강남구 언주로168길 33 (신사동),베이글,0,N,N,
폼나는BAB,서울특별시 서초구 반포대로7길 31 (서초동) 엠에스빌딩,덮밥,0,N,N,
돈꿈카츠앤소바,서울특별시 서초구 효령로77길 34 (서초동) 아크로텔강남역 지하 102호,"일식돈가스, 소바",0,N,N,
오가네돼지국밥(목동법원점),서울특별시 양천구 오목로50길 33 (신정동) 1층,돼지국밥,0,N,N,
리프커피바,서울특별시 송파구 백제고분로43길 24 (송파동),커피전문점,0,N,N,
순정한우정육식당(논현점),서울특별시 강남구 봉은사로37길 9 (논현동) 청마빌딩 1층 101호,소고기구이,0,N,N,
범골,서울특별시 강남구 언주로81길 6 (역삼동),뼈다귀해장국,0,N,N,
꿈당,서울특별시 관악구 남부순환로 1600-10 (신림동) 2층,무국적술집,0,N,N,
리애프리미엄(올림픽공원직영점),서울특별시 강동구 성내로18길 46 (성내동) 1층,일식돈가스,0,N,N,
궁극의갈비살678,서울특별시 관악구 관천로22길 70 (신림동),"소고기구이, 닭구이",0,N,N,
티에프티커피로스터스,서울특별시 영등포구 여의대방로67길 11 (여의도동) 잡지회관,커피전문점,0,N,N,
끌레르끌레,서울특별시 송파구 양재대로71길 30 (방이동) 동호빌딩 1층 102호,"카페, 케이크",0,N,N,
첼시스하이볼(청담점),서울특별시 강남구 도산대로85길 14 (청담동),바,0,N,N,
알레아파리,서울특별시 송파구 오금로42길 11 (가락동),"카페, 베이커리",0,N,N,
드립하우스(본점),서울특별시 구로구 개봉로3길 36 (개봉동),"커피전문점, 카페",0,N,N,
브레덴버거,서울특별시 강남구 도곡로63길 36 (대치동),"햄버거, 샌드위치",0,N,N,
지강한식당(압구정점),"서울특별시 강남구 압구정로30길 17 (신사동) 이소니프라자 111호, 112호, 104-1호","소곱창, 낙지",0,N,N,
웍셔너리,서울특별시 강남구 도산대로53길 12 (신사동),미국식중식,0,N,N,
피에로커피,서울특별시 강동구 성내로14길 27 (성내동),"크로플, 커피전문점",0,N,N,
스시사카우,서울특별시 강남구 언주로153길 10-6 (신사동),스시,0,N,N,
별달식당,서울특별시 강남구 압구정로30길 23 (신사동) 지하 1층,일반한식,0,N,N,
초막집,서울특별시 서초구 사임당로 46 (서초동) 서초제일빌딩,소고기구이,0,N,N,
야미도,서울특별시 서초구 서래로8길 16 (반포동),일식,0,N,N,
현대정육식당,서울특별시 강남구 선릉로146길 5 (청담동),"김치찌개, 돼지고기구이",0,N,N,
무국적식당주철,서울특별시 송파구 송파대로 167 (문정동) 문정역테라타워 A동 1층 121호,무국적술집,0,N,N,
도요스,서울특별시 송파구 삼전로12길 6 (삼전동) 삼창빌딩,스시,0,N,N,
여의화로(직영점),서울특별시 영등포구 의사당대로1길 11 (여의도동) 지하 1층,돼지고기구이,0,N,N,
달래해장(논현영동시장점),서울특별시 강남구 봉은사로1길 29 (논현동),"선지해장국, 소고기국밥, 수육",0,N,N,
락희안(목동점),서울특별시 양천구 오목로 330 (목동),일반중식,0,N,N,
우기식당(바다점),서울특별시 강남구 강남대로 520 (논현동) 영동빌딩,생선회,0,N,N,
삼척포구,서울특별시 서초구 반포대로26길 41 (서초동) 동진빌딩,"생선회, 회덮밥",0,N,N,
육전국밥(석촌호수점),서울특별시 송파구 오금로 111 (방이동),"소고기국밥, 막국수, 육전",0,N,N,
콘테,서울특별시 송파구 삼학사로 100 (석촌동) 지하 2층,이탈리아식,0,N,N,
프로퍼커피바(1호점),서울특별시 송파구 위례성대로22길 6 (오금동) 유진빌딩 1층,커피전문점,0,N,N,
하시라도,서울특별시 송파구 양재대로62길 31-6 (가락동),이자카야,0,N,N,
라운지희움,서울특별시 강남구 봉은사로18길 15-5 (역삼동) 201호,"체험카페, 카페",0,N,N,
더빛남,서울특별시 송파구 오금로18길 5 (송파동) 인영빌딩,베트남식,0,N,N,
오늘돈카츠,서울특별시 금천구 가산디지털1로 171 (가산동) 가산SKV1센터 103호,일식돈가스,0,N,N,
스시문정,서울특별시 송파구 법원로 128 (문정동) 문정 sk v1 gl메트로시티 B동 지하1층 119호,스시,0,N,N,
헤비레이어스,서울특별시 강남구 일원로9길 65 (일원동),케이크,0,N,N,
금동이네보쌈의명가,서울특별시 관악구 조원로 94 (신림동),보쌈,0,N,N,
스윗차징,서울특별시 영등포구 은행로 29 (여의도동) 정우빌딩 1층 21호,"카페, 베이커리, 디저트전문점",0,N,N,
잠바주스(압구정역점),"서울특별시 강남구 압구정로 162 (신사동) 베네하임시티 103, 104, 105호","과일카페, 주스전문점",0,N,N,
영오이칠,서울특별시 송파구 백제고분로7길 42-24 (잠실동),초콜릿,0,N,N,
족발사자,서울특별시 강동구 천호대로162길 34 (성내동) 이안강동 102호,"족발, 보쌈",0,N,N,
은희네온집닭떡볶이,서울특별시 동작구 상도로41길 35 (상도1동) 미르하우스 1층,"닭볶음탕, 떡볶이",0,N,N,
심퍼티쿠시(신사점),서울특별시 강남구 강남대로154길 16 (신사동) 1층 101호,와인바,0,N,N,
이스트우드,서울특별시 영등포구 도신로17길 6 (도림동) 1층,"구움과자, 디저트전문점",0,N,N,
빈방,서울특별시 송파구 가락로33길 11 (방이동) 1층 102호,커피전문점,0,N,N,
스시전,서울특별시 강남구 압구정로71길 4 (청담동),스시,0,N,N,
아쥬드블레,서울특별시 영등포구 양산로 16 (양평동2가),베이커리,0,N,N,
살롱드북,서울특별시 관악구 남부순환로231길 11 (봉천동),북카페,0,N,N,
아야진생태찌개(역삼직영점),서울특별시 강남구 논현로 329 (역삼동),생태탕,0,N,N,
진성칼국수,서울특별시 강남구 학동로81길 7 (청담동),"보쌈, 칼국수",0,N,N,
앨리스토리,서울특별시 서초구 강남대로16길 16 (양재동),커피전문점,0,N,N,
삼보정,서울특별시 영등포구 여의나루로 42 (여의도동) 여의도종합상가 1층,"청국장, 돼지고기구이",0,N,N,
사리원(도곡점),서울특별시 강남구 남부순환로 2712 (도곡동),"소불고기, 소고기구이",0,N,N,
영동올뱅이,서울특별시 강남구 개포로22길 16 (개포동) 대신 빌딩,다슬기,0,N,N,
텀블러비어,서울특별시 강남구 테헤란로20길 15 (역삼동) 메이플라워멤버스빌 1층,호프,0,N,N,
우리강산,서울특별시 송파구 위례성대로12길 6 (방이동),"소갈비, 소고기구이",0,N,N,
마포집,서울특별시 강남구 남부순환로 2726 (도곡동) 거북빌딩,"돼지고기구이, 돼지갈비",0,N,N,
원조부산아구,서울특별시 강남구 강남대로150길 10 (논현동),"아귀, 게장",0,N,N,
허형만의압구정커피집,서울특별시 강남구 압구정로 151 (압구정동) 신현대상가 2동 107호,커피전문점,0,N,N,
